sub_n,video_name,frame_n,nose,r_shoulder,r_elbow,r_wrist,l_shoulder,l_elbow,l_wrist,quality
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2929,154-83-6.66065049171,119-89-5.85801962597,113-136-10.194205089,130-151-10.194205089,166-89-1.80787565913,184-125-9.43987326042,172-151-9.43987326042,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2930,148-83-6.94100160476,119-89-5.86600015368,113-136-10.2003128838,130-151-10.2003128838,166-89-1.86896800627,184-125-9.45054435684,172-151-9.45054435684,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2931,148-83-7.00214652456,119-89-5.75843912982,113-136-10.2424185548,130-151-10.2424185548,166-89-1.84505354915,184-125-9.28137695277,172-151-9.28137695277,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2932,154-83-6.4198461771,119-89-5.87739596822,113-136-10.2460955302,130-151-10.2460955302,166-89-1.19694704644,184-125-9.24349429651,172-151-9.24349429651,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2933,148-83-4.53682929277,119-89-5.79587464563,113-136-10.1887388534,130-151-10.1887388534,166-89-1.75779593827,184-125-9.31090923173,172-151-9.31090923173,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2934,148-83-6.97044229534,119-89-5.8140302879,113-136-10.2030158033,130-151-10.2030158033,166-89-1.81369998011,184-125-9.25080659966,172-151-9.25080659966,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2935,148-89-6.48602171786,119-89-5.6853062213,113-136-10.2015267973,130-151-10.2015267973,166-89-1.16545676539,184-125-9.28037302987,172-151-9.28037302987,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2936,148-89-6.56699487542,119-89-5.86673059156,113-136-10.2228757355,130-151-10.2228757355,166-89-1.20504002356,184-125-9.27532762066,172-151-9.27532762066,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2937,148-89-6.56631462529,119-89-5.93676189569,113-136-10.2342216671,130-151-10.2342216671,166-89-1.77210967243,184-125-9.23557771926,172-151-9.23557771926,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2938,148-89-6.70709858631,119-89-5.96223099247,113-136-10.223784253,130-151-10.223784253,166-89-1.78085340559,184-125-9.18606446078,172-151-9.18606446078,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2939,148-89-6.69416972442,119-89-5.94955928802,113-136-10.2492598734,130-151-10.2492598734,166-89-1.76884783804,184-125-9.18238113928,172-151-9.18238113928,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2940,148-89-6.65433199638,119-89-5.928821845,113-136-10.2180698568,130-151-10.2180698568,166-89-6.72562011521,184-125-9.23132768397,172-151-9.23132768397,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2941,148-89-6.80847598154,119-89-5.95001085022,113-136-10.2250285544,130-151-10.2250285544,166-89-1.81400169432,184-125-9.20054401695,172-151-9.20054401695,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2942,148-89-6.83316265511,119-89-6.02165056418,113-136-10.2196624177,130-151-10.2196624177,166-89-1.84275338054,184-125-9.3454076819,172-151-9.3454076819,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2943,148-89-6.79893551554,119-89-5.95432558323,113-136-10.2510962116,130-151-10.2510962116,166-89-1.83954107761,184-125-9.35670152541,172-151-9.35670152541,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2944,148-89-6.73816671422,119-89-6.04542478389,113-136-10.2834769188,130-151-10.2834769188,166-89-6.82290271054,184-125-9.31959808886,172-151-9.31959808886,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2945,154-89-5.81610456109,119-89-6.01151925771,113-136-10.2742344943,130-151-10.2742344943,166-89-6.71704260181,184-125-9.288655968,172-151-9.288655968,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2946,148-89-6.90835315969,119-89-5.69786765335,113-136-10.2503728453,130-151-10.2503728453,166-89-6.74931579814,184-125-9.25213958326,172-151-9.25213958326,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2947,148-89-6.8319846507,119-89-5.69826098386,113-136-9.55478272438,136-151-9.55478272438,166-89-6.78104048783,184-125-9.23145684001,172-151-9.23145684001,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2948,148-89-6.84961246472,119-89-5.74025474779,113-136-9.53140753508,136-151-9.53140753508,166-89-1.70325213671,184-125-9.21367384317,172-151-9.21367384317,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2949,148-89-7.09298101208,119-89-5.83968749496,113-136-10.1532806255,130-151-10.1532806255,166-89-1.08319215477,184-125-9.27966748632,172-151-9.27966748632,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2950,148-89-7.02817949492,119-89-5.83877984096,113-136-10.1866026826,130-151-10.1866026826,166-89-6.83829581625,184-125-9.25654402694,172-151-9.25654402694,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2951,148-89-7.02483503713,119-89-5.83706481217,113-136-9.61538048983,136-151-9.61538048983,166-89-6.84026868428,184-125-9.29975580626,172-151-9.29975580626,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2952,148-89-7.08207066814,119-89-5.84118332627,113-136-9.61244992018,136-151-9.61244992018,166-89-1.08771070838,184-125-9.29540245388,172-151-9.29540245388,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2953,148-89-7.06867882312,119-89-5.82996393434,113-136-9.67995041609,136-151-9.67995041609,166-89-1.08894839883,184-125-9.29855537114,172-151-9.29855537114,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2954,148-89-7.04657943921,119-89-5.84838727709,113-136-10.2590344441,130-151-10.2590344441,166-89-6.82093357965,184-125-9.27050131408,172-151-9.27050131408,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2955,148-89-7.10337863961,119-89-5.77002294718,113-136-9.64458016157,136-151-9.64458016157,166-89-6.80936165952,184-125-9.24023802341,172-151-9.24023802341,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2956,148-89-6.91900746153,119-89-5.58961689181,113-136-9.63763087988,136-151-9.63763087988,166-89-6.77784390961,184-125-9.33211271104,172-151-9.33211271104,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2957,148-89-7.10576141169,119-89-5.64782980692,113-136-9.73660309315,136-151-9.73660309315,166-89-1.05535462499,184-125-9.35241321038,172-151-9.35241321038,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2958,148-89-7.18771564251,119-89-5.800475867,113-136-9.74261707067,136-151-9.74261707067,166-89-1.78699479997,184-125-9.35202819941,172-151-9.35202819941,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2959,148-89-7.25864815635,119-89-5.88794351766,113-136-9.74886175394,136-151-9.74886175394,166-89-1.2288581592,184-125-9.43273266542,172-151-9.43273266542,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2960,148-89-7.04350851446,119-89-5.81786914935,113-136-9.74195634127,136-151-9.74195634127,166-89-1.22131790772,184-125-9.40425599835,172-151-9.40425599835,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2961,148-89-7.14162848514,119-89-5.83359757556,113-136-9.73700948954,136-151-9.73700948954,166-89-6.79431059613,184-125-9.40628665593,172-151-9.40628665593,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2962,148-89-7.09050509546,119-89-5.80913182451,113-136-9.73121893406,136-151-9.73121893406,166-89-6.79324769356,184-125-9.39366270104,172-151-9.39366270104,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2963,148-89-7.10760417727,119-89-5.93786697538,113-136-9.74320386648,136-151-9.74320386648,166-89-6.78755604445,184-125-9.39602422346,172-151-9.39602422346,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2964,148-89-7.21531392575,119-89-6.0642446725,113-136-9.73118946552,136-151-9.73118946552,166-89-6.91678117349,184-125-9.44155502291,172-151-9.44155502291,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2965,148-89-7.17890210429,119-89-6.06398870928,113-136-9.71525840759,136-151-9.71525840759,166-89-1.31737124137,184-125-9.42448970047,172-151-9.42448970047,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2966,148-89-7.13494662914,119-89-6.09860126494,113-136-9.72325291634,136-151-9.72325291634,166-89-1.27081757386,184-125-9.4471832669,172-151-9.4471832669,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2967,148-89-7.37752408015,119-89-6.21426831429,113-136-9.75259354115,136-151-9.75259354115,166-89-1.81788787246,184-125-9.46774923953,172-151-9.46774923953,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2968,148-89-7.4360831222,119-89-6.26896953998,113-136-9.77067438364,136-151-9.77067438364,166-89-1.86849234998,184-125-9.46860920253,172-151-9.46860920253,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2969,148-89-7.33383697506,119-89-6.13983054466,113-136-9.76354628801,136-151-9.76354628801,166-89-1.78221645951,184-125-9.49543147903,172-151-9.49543147903,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2970,154-83-5.80787718296,119-89-6.31259181586,113-136-9.79694843292,136-151-9.79694843292,166-89-7.28015766985,184-125-9.55025925595,172-151-9.55025925595,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2971,154-83-5.80865859985,119-89-6.29634528875,113-136-9.79553388357,136-151-9.79553388357,166-89-7.23298061044,184-125-9.54249391048,172-151-9.54249391048,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2972,154-83-3.8729223609,119-89-6.22295000285,113-136-9.79743784666,136-151-9.79743784666,166-89-7.20072761228,184-125-9.5238612497,172-151-9.5238612497,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2973,154-83-5.73235690594,119-89-6.18831329488,113-136-9.79841649532,136-151-9.79841649532,166-89-7.13626845153,184-125-9.50594913555,172-151-9.50594913555,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2974,154-83-5.59793367982,119-89-6.27511393846,113-136-9.79295780659,136-151-9.79295780659,166-89-7.0417812494,184-125-9.48241048745,172-151-9.48241048745,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2975,154-83-5.5204385519,119-89-6.18212150927,113-136-9.81251106262,136-151-9.81251106262,166-89-7.08120027021,184-125-9.49129322255,172-151-9.49129322255,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2976,154-89-5.97121250396,119-89-6.25442956935,113-136-9.85600420237,136-151-9.85600420237,166-89-1.87002266943,184-125-9.48462249368,172-151-9.48462249368,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2977,154-89-6.00913434165,119-89-6.28925145328,113-136-9.87462050915,136-151-9.87462050915,166-89-1.82295066118,184-125-9.48242438371,172-151-9.48242438371,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2978,154-89-5.96113877497,119-89-6.21034686219,113-136-9.88364109993,136-151-9.88364109993,166-89-1.88368596137,184-125-9.49785885786,172-151-9.49785885786,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2979,154-89-6.02203654565,119-89-6.17257368521,113-136-9.91115292311,136-151-9.91115292311,166-89-1.89448148012,184-125-9.51462767148,172-151-9.51462767148,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2980,154-89-6.05996270338,119-89-6.1987604494,113-136-9.87096960545,136-151-9.87096960545,166-89-1.85597425699,184-125-9.51940043514,172-151-9.51940043514,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2981,154-89-6.06116251879,119-89-6.16357921516,113-136-9.85505244732,136-151-9.85505244732,166-89-1.83573628962,184-125-9.52177636849,172-151-9.52177636849,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2982,154-89-6.03014844421,119-89-6.24728820623,113-136-9.84901467562,136-151-9.84901467562,166-89-1.89781434834,184-125-9.53837082311,172-151-9.53837082311,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2983,154-89-5.82993254066,119-89-6.08814003397,113-136-9.88336453438,136-151-9.88336453438,166-89-1.88401859999,184-125-9.49943872553,172-151-9.49943872553,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2984,154-83-5.47302931547,119-89-6.09015899998,113-136-9.87225550413,136-151-9.87225550413,166-89-1.91921685636,184-125-9.50645917409,172-151-9.50645917409,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2985,154-89-5.89481522974,119-89-6.38024023276,113-136-9.86983958483,136-151-9.86983958483,166-89-7.34261986485,184-125-9.5464677307,172-151-9.5464677307,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2986,154-83-5.50529897213,119-89-6.46636228078,113-136-9.86505162716,136-151-9.86505162716,166-89-1.93356619775,184-125-9.54053188746,172-151-9.54053188746,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2987,154-83-4.16034698486,119-89-6.48182475057,113-136-9.86005585194,136-151-9.86005585194,166-89-1.83365237713,184-125-9.56519028826,172-151-9.56519028826,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2988,154-83-4.16203245521,119-89-6.44730471263,113-136-9.8494705081,136-151-9.8494705081,166-89-1.79663772881,184-125-9.56283884907,172-151-9.56283884907,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2989,154-83-6.50200271606,119-89-6.26415181573,113-136-9.85278124809,136-151-9.85278124809,166-89-2.50011712313,184-125-9.53465773894,172-151-9.53465773894,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2990,154-83-6.61427175999,119-89-6.25504484155,113-136-9.8676020503,136-151-9.8676020503,166-89-2.3350906074,184-125-9.54985821806,172-151-9.54985821806,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2991,154-83-6.6057151556,119-89-6.23346162139,113-136-9.86263333559,136-151-9.86263333559,166-89-2.32941631973,184-125-9.55662785884,172-151-9.55662785884,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2992,154-83-6.62269258499,119-89-6.22029410857,113-136-9.87069836855,136-151-9.87069836855,166-89-2.36329951882,184-125-9.53307587897,172-151-9.53307587897,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2993,154-83-6.60518670082,119-89-6.22693800191,113-136-9.87053128481,136-151-9.87053128481,166-89-2.34294264019,184-125-9.53659924133,172-151-9.53659924133,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2994,154-83-6.55485928059,119-89-6.25937638694,113-136-9.83920006752,136-151-9.83920006752,166-89-1.88400503993,184-125-9.50362870974,172-151-9.50362870974,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2995,154-83-6.56164765358,119-89-6.23401071031,113-136-9.84037559032,136-151-9.84037559032,166-89-1.90386171639,184-125-9.49941425351,172-151-9.49941425351,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2996,154-83-6.53590703011,119-89-6.09781679433,113-136-9.83927042484,136-151-9.83927042484,166-89-2.32721340656,184-125-9.42796241427,172-151-9.42796241427,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2997,148-83-6.98581011105,119-89-6.04213116783,113-136-9.83703875542,136-151-9.83703875542,166-89-1.76269189715,184-125-9.4226382166,172-151-9.4226382166,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2998,148-83-6.98625663584,119-89-6.02458945872,113-136-9.83528183699,136-151-9.83528183699,166-89-1.73644051785,184-125-9.41401005252,172-151-9.41401005252,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2999,148-83-6.97954706829,119-89-6.0104766996,113-136-9.8347405076,136-151-9.8347405076,166-89-1.71026380536,184-125-9.43565875992,172-151-9.43565875992,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3000,148-83-7.09315035811,119-89-6.3140866057,113-136-10.09559828,130-151-10.09559828,166-89-7.43564946459,184-125-9.4054433452,172-151-9.4054433452,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3001,148-83-7.09314266631,119-89-6.3140890358,113-136-10.0955694094,130-151-10.0955694094,166-89-7.43600739856,184-125-9.40644042789,172-151-9.40644042789,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3002,148-83-7.09314239236,119-89-6.3140890358,113-136-10.0955694094,130-151-10.0955694094,166-89-7.43600777423,184-125-9.40644225416,172-151-9.40644225416,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3003,148-83-7.14658779943,119-89-6.36730399358,113-136-10.0954308727,130-151-10.0954308727,166-89-1.35680613553,184-125-9.40760952864,172-151-9.40760952864,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3004,148-83-5.04549890757,119-89-6.3514083114,113-136-9.41079838872,136-151-9.41079838872,166-89-1.91561254745,184-125-9.40465882929,172-151-9.40465882929,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3005,148-83-5.04312187433,119-89-6.40912622818,113-136-10.082216192,130-151-10.082216192,166-89-1.47748848724,184-125-9.34996544374,172-151-9.34996544374,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3006,148-83-7.74874896997,119-89-6.17448152746,113-136-9.51028758287,136-151-9.51028758287,166-89-2.15400451626,184-125-9.45731160686,172-151-9.45731160686,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3007,148-83-7.66767731523,119-89-6.25427486894,113-136-9.48763691187,136-151-9.48763691187,166-89-2.03677921215,184-125-9.48716579086,172-151-9.48716579086,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3008,148-83-7.47477936608,119-89-6.28463391546,113-136-10.1674472771,130-151-10.1674472771,166-89-1.39374716694,184-125-9.45624315021,172-151-9.45624315021,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3009,154-83-6.92830002308,119-89-6.36334062624,113-136-10.1710505376,130-151-10.1710505376,166-89-7.50825323498,184-125-9.47090708219,172-151-9.47090708219,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3010,154-83-6.74704623222,119-89-6.12015159597,113-136-10.1484519875,130-151-10.1484519875,166-89-7.4173069446,184-125-9.44972761557,172-151-9.44972761557,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3011,148-83-7.18497146121,119-89-6.08407535422,113-136-10.1221545878,130-151-10.1221545878,166-89-1.85663657735,184-125-9.39807626501,172-151-9.39807626501,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3012,148-83-7.20271060613,119-89-6.01585453919,113-136-10.1168163944,130-151-10.1168163944,166-89-1.84378882822,184-125-9.37745606322,172-151-9.37745606322,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3013,148-83-7.26061483367,119-89-5.93594135366,113-136-10.1711301109,130-151-10.1711301109,166-89-2.93141325044,184-125-9.41331580418,172-151-9.41331580418,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3014,148-83-7.29509668773,119-89-5.99340132346,113-136-10.1640727897,130-151-10.1640727897,166-89-2.75702686716,184-125-9.39313353093,172-151-9.39313353093,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3015,148-83-7.33766022106,119-89-5.85834640124,113-136-10.1696315797,130-151-10.1696315797,166-89-3.06099430041,184-125-9.40267556619,172-151-9.40267556619,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3016,148-83-7.39928154776,119-89-5.79917755231,113-136-9.48631485701,136-151-9.48631485701,166-89-3.10996712389,184-125-9.36965648902,172-151-9.36965648902,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3017,148-83-7.35392072809,119-89-5.86752929566,113-136-10.145375099,130-151-10.145375099,166-89-2.92630420011,184-125-9.41189905011,172-151-9.41189905011,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3018,148-83-7.31955170115,119-89-5.86113717484,113-136-10.1631477928,130-151-10.1631477928,166-89-2.08661609345,184-125-9.4142099461,172-151-9.4142099461,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3019,148-83-7.50172142289,119-89-5.7877700749,113-136-10.1414297746,130-151-10.1414297746,166-89-2.96059665395,184-125-9.43424970939,172-151-9.43424970939,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3020,148-83-7.83182622465,119-89-6.1905020131,113-136-9.54945962429,136-151-9.54945962429,166-89-2.8222717338,184-125-9.47119241202,172-151-9.47119241202,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3021,148-83-7.85106010756,119-89-6.08245915813,113-136-9.52183485031,136-151-9.52183485031,166-89-2.93455499746,184-125-9.46629815158,172-151-9.46629815158,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3022,148-83-7.86330907755,119-89-6.06862146421,113-136-9.52877780199,136-151-9.52877780199,166-89-2.95847969381,184-125-9.55203159037,172-151-9.55203159037,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3023,148-83-5.19687592983,119-89-6.02209788609,113-136-9.54361479282,136-151-9.54361479282,166-89-2.76342257632,184-125-9.51357467725,172-151-9.51357467725,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3024,148-83-5.15473499894,119-89-6.07205952298,113-136-9.55989191532,136-151-9.55989191532,166-89-2.03282572973,184-125-9.50551469352,172-151-9.50551469352,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3025,148-83-5.08777320385,119-89-6.12271328634,113-136-9.54537678957,136-151-9.54537678957,166-89-1.96244887194,184-125-9.50131439365,172-151-9.50131439365,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3026,148-83-5.06441354752,119-89-6.13390785644,113-136-9.51507103443,136-151-9.51507103443,166-89-1.94636732927,184-125-9.4720981646,172-151-9.4720981646,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3027,148-83-7.66582767971,119-89-6.08280095214,113-136-9.49957405329,136-151-9.49957405329,166-89-1.89590548455,184-125-9.46351046623,172-151-9.46351046623,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3028,148-83-7.62535966661,119-89-5.90044363491,113-136-9.52084465027,136-151-9.52084465027,166-89-1.98963978887,184-125-9.43821281549,172-151-9.43821281549,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3029,148-83-7.53678374442,119-89-5.885189361,113-136-9.5180965066,136-151-9.5180965066,166-89-1.9885988951,184-125-9.42319808466,172-151-9.42319808466,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3030,148-83-7.40232082022,119-89-5.9512950802,113-136-9.49156005383,136-151-9.49156005383,166-89-1.91267528533,184-125-9.39227926257,172-151-9.39227926257,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3031,148-83-7.43811988973,119-89-5.94183525253,113-136-10.133860032,130-151-10.133860032,166-89-1.97441863882,184-125-9.3931927851,172-151-9.3931927851,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3032,148-83-7.46416820155,119-89-5.95544754144,113-136-10.1816548954,130-151-10.1816548954,166-89-1.69976299774,184-125-9.36296847699,172-151-9.36296847699,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3033,148-83-7.43953054475,119-89-5.82680532984,113-136-10.1811035304,130-151-10.1811035304,166-89-1.70662424408,184-125-9.36637700569,172-151-9.36637700569,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3034,148-83-7.58093804732,119-89-5.93354957256,113-136-10.1478500462,130-151-10.1478500462,166-89-1.77789650049,184-125-9.42529393456,172-151-9.42529393456,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3035,148-83-7.54241761902,119-89-5.97503277388,113-136-10.1658571608,130-151-10.1658571608,166-89-1.70868080503,184-125-9.42255542568,172-151-9.42255542568,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3036,148-83-7.46363936396,119-89-6.26499821279,113-136-10.2376947782,130-151-10.2376947782,166-89-1.58662195709,184-125-9.41046036973,172-151-9.41046036973,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3037,148-83-7.4635061167,119-89-6.27469596797,113-136-10.1733174059,130-151-10.1733174059,166-89-1.58497362956,184-125-9.38943903598,172-151-9.38943903598,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3038,148-83-7.47944464289,119-89-6.31450313796,113-136-10.1638376102,130-151-10.1638376102,166-89-1.58923733126,184-125-9.40279678626,172-151-9.40279678626,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3039,148-83-5.19848048687,119-89-6.2835647088,113-136-9.45953865051,136-151-9.45953865051,166-89-1.6448108586,184-125-9.41774613662,172-151-9.41774613662,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3040,148-83-5.30242830515,119-89-6.17428789571,113-136-10.0758781489,130-151-10.0758781489,166-89-1.71054726868,184-125-9.41500897808,172-151-9.41500897808,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3041,148-83-5.3795710206,119-89-6.02651645254,113-136-10.048329325,130-151-10.048329325,166-89-1.73674219722,184-125-9.42144727809,172-151-9.42144727809,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3042,148-83-5.82060694695,119-89-5.98114551482,113-136-10.0580757416,130-151-10.0580757416,166-89-1.93648963248,184-125-9.43508748044,172-151-9.43508748044,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3043,148-83-5.86893290281,119-89-6.03996308901,113-136-10.0497958246,130-151-10.0497958246,166-89-2.63292363007,184-125-9.41817287511,172-151-9.41817287511,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3044,148-83-5.59101760387,119-89-6.05605322951,113-136-10.0497326043,130-151-10.0497326043,166-89-2.67245607189,184-125-9.442181821,172-151-9.442181821,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,3045,148-83-7.83300486127,119-89-5.97055148748,113-136-10.0147489078,130-151-10.0147489078,166-89-2.67400315991,184-125-9.44682416682,172-151-9.44682416682,1
